PROC DATE,TIME,BRANCH,SUB-BRANCH,TELLER,FUNC,DESCRIPTION,TRAN AMOUNT,CONTROLLER,LUNUMBER,CLIENT CODE
20210827,1205030,8114,0,0,PORB,          ,0,0,9124655,000000BCAPITA016
20210802,1526020,8449,0,1884,PORB,          ,0,0,0,000000CJSENIO002
20210820,1151380,9074,0,23,PORB,          ,0,0,578649,000000GQIRAK 018
20210831,912100,8759,0,18982,PORB,          ,0,0,0,000000GQIRAK 018
20210831,1311000,8324,0,49,PORB,          ,0,0,9153507,000000GQIRAK 018
20210805,902380,8553,0,1443,PORB,          ,0,0,0,000000GQIRAK 018
20210901,958410,9074,0,23,PORB,          ,0,0,578649,000000GQIRAK 018
20210813,102590,2626,0,49,PORB,          ,0,0,9055066,000000IPHOLIN005
20210816,1050010,2626,0,49,PORB,          ,0,0,9053153,000000IPHOLIN005
20210816,1329500,2626,0,0,PORB,          ,0,0,13012,000000IPHOLIN005
20210816,1049290,2626,0,49,PORB,          ,0,0,9053153,000000IPHOLIN005
20210814,1428210,2626,0,0,PORB,          ,0,0,13012,000000IPHOLIN005
20210813,1639230,2626,0,0,PORB,          ,0,0,12999,000000IPHOLIN005
20210813,109020,2626,0,49,PORB,          ,0,0,9055066,000000IPHOLIN005
20210813,123430,2626,0,49,PORB,          ,0,0,9055066,000000IPHOLIN005
20210802,1653120,895,0,6,PORB,          ,0,0,9052064,000000JJMEDIC001
20210812,1647040,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210812,1254470,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210812,1248150,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210817,1209440,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210817,1220430,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210817,1243140,3144,0,6,PORB,          ,0,0,9115436,000000JSE    021
20210821,2151280,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210826,1340000,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210826,1256320,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210826,1258490,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210826,1912240,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210827,1617340,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210827,1550380,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210827,1553540,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210827,1605410,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210827,1254400,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210811,1126070,7957,0,0,PORB,          ,0,0,4512083,000000KLTRADI021
20210819,1721380,895,0,6,PORB,          ,0,0,9149668,000000LADEVEL012
20210813,1447240,895,0,6,PORB,          ,0,0,9149668,000000LADEVEL012
20210827,1021170,1997,0,23,PORB,          ,0,0,9004591,000000LTCC  1720
20210812,1245490,7957,0,51,PORB,          ,0,0,1202288,000000LTCC  1720
20210901,1647210,1997,0,23,PORB,          ,0,0,9118776,000000LTCC  1720
20210803,1141150,6109,0,51,PORB,          ,0,0,9104569,000000MABUZJA024
20210803,1124410,6109,0,51,PORB,          ,0,0,9104569,000000MABUZJA024
20210810,1300410,3840,0,43082,PORB,          ,0,0,0,000000MABUZJA024
20210813,1028550,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210813,1037510,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210813,1048420,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210816,1547500,2626,0,0,PORB,          ,0,0,12999,000000MABUZJA024
20210816,1241180,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210816,1423050,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210817,900200,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210819,1347580,2567,0,0,PORB,          ,0,0,9984040,000000MABUZJA024
20210819,1132040,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210819,1343040,2567,0,0,PORB,          ,0,0,9984040,000000MABUZJA024
20210819,904030,8114,0,23,PORB,          ,0,0,4584550,000000MABUZJA024
20210820,1558540,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210820,1608590,2567,0,0,PORB,          ,0,0,16245,000000MABUZJA024
20210821,851040,9076,0,24,PORB,          ,0,0,9140532,000000MABUZJA024
20210821,851460,9076,0,24,PORB,          ,0,0,9140532,000000MABUZJA024
20210821,848170,9076,0,24,PORB,          ,0,0,9140532,000000MABUZJA024
20210822,812200,2567,0,0,PORB,          ,0,0,16245,000000MABUZJA024
20210822,750260,2567,0,0,PORB,          ,0,0,16245,000000MABUZJA024
20210823,1535450,2567,0,51,PORB,          ,0,0,9117722,000000MABUZJA024
20210823,1347260,2566,0,0,PORB,          ,0,0,9110469,000000MABUZJA024
20210823,1439080,2567,0,0,PORB,          ,0,0,16089,000000MABUZJA024
20210826,1505160,2626,0,0,PORB,          ,0,0,12999,000000MABUZJA024
20210827,2051210,699,0,23,PORB,          ,0,0,9152159,000000MABUZJA024
20210830,1648270,776,0,23,PORB,          ,0,0,9056804,000000MABUZJA024
20210810,1548360,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210811,1605090,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210811,1452100,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210811,1332060,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210820,1030340,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210823,1142340,3294,0,40,PORB,          ,0,0,9126575,000000MALATMG108
20210823,1536530,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210824,1534270,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210817,1724500,895,0,6,PORB,          ,0,0,7164036,000000MBSCHEM020
20210826,949310,8788,0,0,PORB,          ,0,0,8432445,000000MOTSEDR012
20210827,1416350,7023,0,23,PORB,          ,0,0,9155272,000000MOTSEDR012
20210831,1208170,2566,0,0,PORB,          ,0,0,1283173,000000MOTSEDR012
20210827,1623470,8442,0,20610,PORB,          ,0,0,0,000000MOTSEDR012
20210827,1420100,8442,0,20610,PORB,          ,0,0,0,000000MOTSEDR012
20210827,1445080,2567,0,1170,PORB,          ,0,0,0,000000MOTSEDR012
20210831,1523010,9956,0,27,PORB,          ,0,0,9086068,000000MTIMDLC001
20210820,1007530,0,0,0,PORB,          ,0,0,0,000000NHFINAN001
20210820,1008340,0,0,0,PORB,          ,0,0,0,000000NHFINAN001
20210901,1432160,8425,0,0,PORB,          ,0,0,9048475,000000NHFINAN001
20210812,1123250,895,0,6,PORB,          ,0,0,9149668,000000NHFINAN001
20210804,1256240,8425,0,0,PORB,          ,0,0,9048475,000000NHFINAN001
20210802,1138270,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210803,1422330,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210805,929160,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210806,1717570,3144,0,61,PORB,          ,0,0,9115090,000000NPBACKE001
20210806,1718520,3144,0,61,PORB,          ,0,0,9115090,000000NPBACKE001
20210826,1557540,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210831,1058030,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210901,1139560,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210803,641580,7294,0,31479,PORB,          ,0,0,0,000000RABIE  084
20210826,1137260,7294,0,61,PORB,          ,0,0,27537,000000RABIE  084
20210827,1518280,7294,0,61,PORB,          ,0,0,27537,000000RABIE  084
20210824,1149040,8877,0,4894,PORB,          ,0,0,0,000000RETIER 014
20210830,1407530,8877,0,4894,PORB,          ,0,0,0,000000RETIER 014
20210824,1150020,8877,0,4894,PORB,          ,0,0,0,000000RETIER 014
20210813,1945320,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210830,812210,0,0,0,PORB,          ,0,0,0,000000RHSKOOL002
20210813,816200,267,0,24798,PORB,          ,0,0,0,000000RHSKOOL002
20210820,957550,0,0,0,PORB,          ,0,0,0,000000RHSKOOL002
20210820,958110,0,0,0,PORB,          ,0,0,0,000000RHSKOOL002
20210813,811310,281,0,24798,PORB,          ,0,0,0,000000RHSKOOL002
20210825,1309170,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210816,932380,5757,0,49,PORB,          ,0,0,5016790,000000RHSKOOL002
20210817,957510,0,0,0,PORB,          ,0,0,0,000000RHSKOOL002
20210805,1456350,8581,0,19430,PORB,          ,0,0,0,000000RHSKOOL002
20210816,949250,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210830,859220,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210816,1534160,3043,0,21185,PORB,          ,0,0,0,000000RKWYNMA016
20210826,1321360,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210826,1556360,8114,0,5,PORB,          ,0,0,7004275,000000RKWYNMA016
20210824,1247380,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210824,1541130,281,0,21185,PORB,          ,0,0,0,000000RKWYNMA016
20210819,1329120,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210819,1352070,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210818,807360,281,0,21185,PORB,          ,0,0,0,000000RKWYNMA016
20210810,1400500,709,0,23,PORB,          ,0,0,9002238,000000RKWYNMA016
20210806,1803130,3637,0,24798,PORB,          ,0,0,0,000000RKWYNMA016
20210806,1655390,281,0,1495,PORB,          ,0,0,0,000000RKWYNMA016
20210806,1639250,281,0,1495,PORB,          ,0,0,0,000000RKWYNMA016
20210810,1530420,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210901,1353140,978,0,0,PORB,          ,0,0,1068990,000000RKWYNMA016
20210803,1607420,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210803,1556300,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210803,1604290,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210803,1550430,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210901,1412360,709,0,23,PORB,          ,0,0,9002238,000000RKWYNMA016
20210806,1522430,2202,0,67,PORB,          ,0,0,9112507,000000SAMINT 008
20210817,1817360,2626,0,49,PORB,          ,0,0,4716934,000000SCOLLEC012
20210818,1613410,802,0,0,PORB,          ,0,0,9072905,000000SCOLLEC012
20210806,912240,162,0,39,PORB,          ,0,0,9149394,000000SCOLLEC012
20210805,1032480,802,0,0,PORB,          ,0,0,9072905,000000SCOLLEC012
20210817,1620150,2626,0,0,PORB,          ,0,0,12999,000000SMTRADI279
20210823,1712110,2626,0,0,PORB,          ,0,0,13020,000000SMTRADI279
20210827,957090,2202,0,6,PORB,          ,0,0,2469521,000000SMTRADI279
20210812,941090,1612,0,0,PORB,          ,0,0,1097070,000000THTRUST011
20210811,1413010,3144,0,0,PORB,          ,0,0,9985767,000000TMAID  035
20210831,839240,3116,0,0,PORB,          ,0,0,5001123,000000TTAGENC017
20210831,836230,3116,0,0,PORB,          ,0,0,5001123,000000TTAGENC017
20210823,1117090,162,0,39,PORB,          ,0,0,4592879,000000TTAGENC017
20210816,1213060,3679,0,33076,PORB,          ,0,0,0,000000VDMERWE254
20210825,1249290,3679,0,33076,PORB,          ,0,0,0,000000VDMERWE254
20210825,851510,3679,0,0,PORB,          ,0,0,9012460,000000VDMERWE254
20210901,1125050,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210907,912510,162,0,39,PORB,          ,0,0,9147428,000000AFONDSB002
20210908,1023240,162,0,39,PORB,          ,0,0,4505537,000000AFONDSB002
20210906,1121240,8468,0,23507,PORB,          ,0,0,0,000000AFONDSB002
20210831,1722180,3144,0,6,PORB,          ,0,0,9115436,000000ASTOCKB001
20210901,516080,162,0,39,PORB,          ,0,0,4586477,000000ASTOCKB001
20210904,1035480,8073,0,58593,PORB,          ,0,0,0,000000ASTOCKB001
20210906,1552210,2520,0,51,PORB,          ,0,0,3028420,000000ASTOCKB001
20210906,1054470,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210906,1148090,3045,0,40,PORB,          ,0,0,9121276,000000ASTOCKB001
20210906,954390,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210906,1026410,9636,0,23,PORB,          ,0,0,9051067,000000ASTOCKB001
20210906,1035380,9636,0,23,PORB,          ,0,0,9051067,000000ASTOCKB001
20210907,930000,9636,0,23,PORB,          ,0,0,9051067,000000ASTOCKB001
20210906,2113450,2626,0,0,PORB,          ,0,0,6085167,000000BCAPITA016
20210907,1312540,7047,0,49,PORB,          ,0,0,2565636,000000BCAPITA016
20210907,1331010,7047,0,49,PORB,          ,0,0,2565636,000000BCAPITA016
20210908,842550,8759,0,33318,PORB,          ,0,0,0,000000GQIRAK 018
20210901,958410,9074,0,23,PORB,          ,0,0,578649,000000GQIRAK 018
20210902,1539180,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210902,1304270,1356,0,6,PORB,          ,0,0,797677,000000JSE    021
20210902,1320120,1356,0,6,PORB,          ,0,0,5000132,000000JSE    021
20210902,1222270,1356,0,6,PORB,          ,0,0,797677,000000JSE    021
20210902,1227510,802,0,0,PORB,          ,0,0,5021310,000000JSE    021
20210903,1200320,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210906,747530,5386,0,9,PORB,          ,0,0,9110753,000000LADEVEL012
20210903,1412420,3294,0,40,PORB,          ,0,0,9126575,000000LADEVEL012
20210901,1647210,1997,0,23,PORB,          ,0,0,9118776,000000LTCC  1720
20210906,1210370,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210907,1329420,2566,0,0,PORB,          ,0,0,9110469,000000MABUZJA024
20210907,1443190,2567,0,0,PORB,          ,0,0,16548,000000MABUZJA024
20210906,1219540,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210902,1528220,8425,0,0,PORB,          ,0,0,9048475,000000NHFINAN001
20210908,1035590,9906,0,6,PORB,          ,0,0,9058506,000000NHFINAN001
20210901,1432160,8425,0,0,PORB,          ,0,0,9048475,000000NHFINAN001
20210901,1007190,2566,0,0,PORB,          ,0,0,4532182,000000NKOSID 136
20210901,1347400,2566,0,0,PORB,          ,0,0,4532182,000000NKOSID 136
20210901,958570,1473,0,39,PORB,          ,0,0,9154053,000000NKOSID 136
20210901,1002340,2566,0,0,PORB,          ,0,0,4532182,000000NKOSID 136
20210901,957370,1473,0,39,PORB,          ,0,0,9154053,000000NKOSID 136
20210901,957220,2566,0,0,PORB,          ,0,0,4532182,000000NKOSID 136
20210901,956550,2566,0,0,PORB,          ,0,0,4532182,000000NKOSID 136
20210907,1303010,7047,0,49,PORB,          ,0,0,2565636,000000NKOSID 136
20210907,1307430,7047,0,49,PORB,          ,0,0,2565636,000000NKOSID 136
20210907,1329020,7047,0,49,PORB,          ,0,0,2565636,000000NKOSID 136
20210907,1306140,7047,0,49,PORB,          ,0,0,2565636,000000NKOSID 136
20210901,1139560,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210907,1239060,3144,0,6,PORB,          ,0,0,9115436,000000NPBACKE001
20210903,1150380,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210902,858450,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210902,1052080,3144,0,0,PORB,          ,0,0,4597135,000000NPBACKE001
20210902,628470,7294,0,31479,PORB,          ,0,0,0,000000RABIE  084
20210901,1353140,978,0,0,PORB,          ,0,0,1068990,000000RKWYNMA016
20210901,1412360,709,0,23,PORB,          ,0,0,9002238,000000RKWYNMA016
20210903,1244430,709,0,23,PORB,          ,0,0,9002238,000000RKWYNMA016
20210903,858420,8918,0,62,PORB,          ,0,0,9014288,000000RKWYNMA016
20210907,1344450,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210907,1404260,8918,0,61,PORB,          ,0,0,5002419,000000RKWYNMA016
20210906,1043350,895,0,6,PORB,          ,0,0,1880749,000000TFTRUST418
20210907,1231510,3840,0,19492,PORB,          ,0,0,0,000000THOMPSO257
20210907,1103540,2847,0,63,PORB,          ,0,0,6090799,000000THTRUST011
20210908,1605310,8243,0,45674,PORB,          ,0,0,0,000000TMAID  035
20210908,1242220,3673,0,61,PORB,          ,0,0,9062141,000000VDMERW+121
20210910,942380,8446,0,14527,PORB,          ,0,0,0,000000ADSERVI070
20210901,1125050,3144,0,61,PORB,          ,0,0,9059181,000000AFONDSB002
20210906,1121240,8468,0,23507,PORB,          ,0,0,0,000000AFONDSB002
20210907,912510,162,0,39,PORB,          ,0,0,9147428,000000AFONDSB002
20210908,1023240,162,0,39,PORB,          ,0,0,4505537,000000AFONDSB002
20210909,1641040,632,0,23,PORB,          ,0,0,9140376,000000AFONDSB002
20210915,813500,9636,0,0,PORB,          ,0,0,9987608,000000AFONDSB002
20210831,1722180,3144,0,6,PORB,          ,0,0,9115436,000000ASTOCKB001
20210901,516080,162,0,39,PORB,          ,0,0,4586477,000000ASTOCKB001
20210904,1035480,8073,0,58593,PORB,          ,0,0,0,000000ASTOCKB001
20210906,1552210,2520,0,51,PORB,          ,0,0,3028420,000000ASTOCKB001
20210906,1054470,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210906,1148090,3045,0,40,PORB,          ,0,0,9121276,000000ASTOCKB001
20210906,954390,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210906,1026410,9636,0,23,PORB,          ,0,0,9051067,000000ASTOCKB001
20210906,1035380,9636,0,23,PORB,          ,0,0,9051067,000000ASTOCKB001
20210907,930000,9636,0,23,PORB,          ,0,0,9051067,000000ASTOCKB001
20210910,1501400,162,0,39,PORB,          ,0,0,9093401,000000ASTOCKB001
20210910,1503530,162,0,39,PORB,          ,0,0,9093401,000000ASTOCKB001
20210913,1552270,1356,0,6,PORB,          ,0,0,5000132,000000ASTOCKB001
20210913,1823080,802,0,0,PORB,          ,0,0,5021310,000000ASTOCKB001
20210913,2242550,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210914,829040,3144,0,6,PORB,          ,0,0,9115436,000000ASTOCKB001
20210915,1430560,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210915,1034100,3294,0,40,PORB,          ,0,0,9126575,000000ASTOCKB001
20210915,1419260,3144,0,61,PORB,          ,0,0,9059181,000000ASTOCKB001
20210914,1537170,4795,0,0,PORB,          ,0,0,4532182,000000BCAPITA016
20210906,2113450,2626,0,0,PORB,          ,0,0,6085167,000000BCAPITA016
20210907,1312540,7047,0,49,PORB,          ,0,0,2565636,000000BCAPITA016
20210907,1331010,7047,0,49,PORB,          ,0,0,2565636,000000BCAPITA016
20210910,951520,0,0,0,PORB,          ,0,0,0,000000DEDUCAT022
20210910,946130,0,0,0,PORB,          ,0,0,0,000000DEDUCAT022
20210910,946430,0,0,0,PORB,          ,0,0,0,000000DEDUCAT022
20210908,842550,8759,0,33318,PORB,          ,0,0,0,000000GQIRAK 018
20210901,958410,9074,0,23,PORB,          ,0,0,578649,000000GQIRAK 018
20210913,1259050,3045,0,61,PORB,          ,0,0,4651760,000000IPHOLIN005
20210902,1539180,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210902,1304270,1356,0,6,PORB,          ,0,0,797677,000000JSE    021
20210903,1200320,3144,0,61,PORB,          ,0,0,9115090,000000JSE    021
20210902,1320120,1356,0,6,PORB,          ,0,0,5000132,000000JSE    021
20210902,1222270,1356,0,6,PORB,          ,0,0,797677,000000JSE    021
20210902,1227510,802,0,0,PORB,          ,0,0,5021310,000000JSE    021
20210906,747530,5386,0,9,PORB,          ,0,0,9110753,000000LADEVEL012
20210913,1554180,895,0,6,PORB,          ,0,0,9149668,000000LADEVEL012
20210903,1412420,3294,0,40,PORB,          ,0,0,9126575,000000LADEVEL012
20210901,1647210,1997,0,23,PORB,          ,0,0,9118776,000000LTCC  1720
20210906,1210370,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210907,1329420,2566,0,0,PORB,          ,0,0,9110469,000000MABUZJA024
20210907,1443190,2567,0,0,PORB,          ,0,0,16548,000000MABUZJA024
20210906,1219540,6109,0,51,PORB,          ,0,0,9067324,000000MABUZJA024
20210915,1453310,699,0,23,PORB,          ,0,0,9152159,000000MABUZJA024
20210915,1504010,699,0,23,PORB,          ,0,0,9152159,000000MABUZJA024
20210915,1446470,9076,0,24,PORB,          ,0,0,7201413,000000MABUZJA024
20210915,1444070,4993,0,49,PORB,          ,0,0,2402605,000000MALATMG108
20210910,1357340,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
20210911,836470,4653,0,19419,PORB,          ,0,0,0,000000MALATMG108
